"pair","carrier","dist","pass","port1","port2","carrier_name"
"BOI-ECP","WN",1899,1,"BOI","ECP","Southwest"
"BOI-FAR","DL",972,1,"BOI","FAR","Delta"
"BOI-ORD","WN",1437,1,"BOI","ORD","Southwest"
"BOI-ORF","WN",2144,1,"BOI","ORF","Southwest"
"BOI-SDF","WN",1630,1,"BOI","SDF","Southwest"
"BOI-STL","AS",1383,1,"BOI","STL","Alaska"
"BOS-CVG","UA",752,1,"BOS","CVG","United"
"BOS-ORF","AA",468,1,"BOS","ORF","American"
"BOS-SMF","UA",2636,1,"BOS","SMF","United"
"BOS-SNA","UA",2592,1,"BOS","SNA","United"
"BOS-TLH","DL",1108,1,"BOS","TLH","Delta"
"BTR-DTW","DL",914,1,"BTR","DTW","Delta"
"BUR-PBI","WN",2328,1,"BUR","PBI","Southwest"
"BWI-DCA","DL",30,1,"BWI","DCA","Delta"
"BWI-LAS","DL",2106,1,"BWI","LAS","Delta"
"BWI-RDU","DL",255,1,"BWI","RDU","Delta"
"BZN-MSN","UA",1090,1,"BZN","MSN","United"
"BZN-MTJ","WN",529,1,"BZN","MTJ","Southwest"
"BZN-RIC","UA",1826,1,"BZN","RIC","United"
"CAE-JAX","DL",240,1,"CAE","JAX","Delta"
"CDV-KTN","AS",617,1,"CDV","KTN","Alaska"
"CHA-DTW","DL",505,1,"CHA","DTW","Delta"
"CHA-IND","DL",328,1,"CHA","IND","Delta"
"CHA-MIA","DL",701,1,"CHA","MIA","Delta"
"CHS-LIT","WN",712,1,"CHS","LIT","Southwest"
"CHS-MCO","DL",317,1,"CHS","MCO","Delta"
"CLE-CMH","DL",112,1,"CLE","CMH","Delta"
"CLE-MKE","WN",328,1,"CLE","MKE","Southwest"
"CLE-SMF","UA",2097,1,"CLE","SMF","United"
"CLT-ELP","WN",1482,1,"CLT","ELP","Southwest"
"CLT-LGA","DL",544,1,"CLT","LGA","Delta"
"CLT-PBI","WN",590,1,"CLT","PBI","Southwest"
"CLT-SAN","UA",2077,1,"CLT","SAN","United"
"CLT-TUL","WN",842,1,"CLT","TUL","Southwest"
"COS-TVC","UA",1066,1,"COS","TVC","United"
"CRP-SFO","WN",1594,1,"CRP","SFO","Southwest"
"DCA-HRL","WN",1479,1,"DCA","HRL","Southwest"
"DCA-ISP","WN",249,1,"DCA","ISP","Southwest"
"DCA-OKC","DL",1158,1,"DCA","OKC","Delta"
"DCA-ORF","DL",142,1,"DCA","ORF","Delta"
"DCA-PDX","UA",2350,1,"DCA","PDX","United"
"DEN-IAH","AS",862,1,"DEN","IAH","Alaska"
"DEN-SMF","AA",909,1,"DEN","SMF","American"
"DFW-DFW","OO",0,1,"DFW","DFW","Skywest"
"DFW-IAH","DL",224,1,"DFW","IAH","Delta"
"DFW-ROC","UA",1265,1,"DFW","ROC","United"
"DRO-SAV","OO",1546,1,"DRO","SAV","Skywest"
"DSM-MAF","WN",813,1,"DSM","MAF","Southwest"
"DTW-GEG","WN",1703,1,"DTW","GEG","Southwest"
"DTW-PDX","WN",1953,1,"DTW","PDX","Southwest"
"DTW-SAN","UA",1956,1,"DTW","SAN","United"
"ECP-FAT","WN",1996,1,"ECP","FAT","Southwest"
"ECP-IAH","DL",572,1,"ECP","IAH","Delta"
"ECP-JAX","WN",245,1,"ECP","JAX","Southwest"
"ECP-MSY","WN",268,1,"ECP","MSY","Southwest"
"ELP-ISP","WN",1944,1,"ELP","ISP","Southwest"
"ELP-LAS","AA",583,1,"ELP","LAS","American"
"ELP-LAX","DL",715,1,"ELP","LAX","Delta"
"ELP-MGM","DL",1171,1,"ELP","MGM","Delta"
"EUG-SAT","WN",1690,1,"EUG","SAT","Southwest"
"FAR-MCI","DL",537,1,"FAR","MCI","Delta"
"FAT-MIA","WN",2433,1,"FAT","MIA","Southwest"
"FLL-JAX","DL",319,1,"FLL","JAX","Delta"
"FLL-RSW","DL",105,1,"FLL","RSW","Delta"
"FSD-SBN","OO",546,1,"FSD","SBN","Skywest"
"FWA-TBN","OO",434,1,"FWA","TBN","Skywest"
"GRR-LAX","UA",1874,1,"GRR","LAX","United"
"GRR-ORD","AA",137,1,"GRR","ORD","American"
"GRR-SYR","OO",477,1,"GRR","SYR","Skywest"
"GSO-RIC","DL",175,1,"GSO","RIC","Delta"
"GSP-MYR","WN",206,1,"GSP","MYR","Southwest"
"GSP-ORF","DL",365,1,"GSP","ORF","Delta"
"GSP-RIC","WN",328,1,"GSP","RIC","Southwest"
"HDN-LBB","WN",556,1,"HDN","LBB","Southwest"
"HSV-STL","DL",347,1,"HSV","STL","Delta"
"IAD-OMA","UA",988,1,"IAD","OMA","United"
"IAH-PBI","WN",956,1,"IAH","PBI","Southwest"
"IAH-PHL","DL",1325,1,"IAH","PHL","Delta"
"IAH-SFO","AS",1635,1,"IAH","SFO","Alaska"
"IAH-SYR","B6",1395,1,"IAH","SYR","Jetblue"
"IAH-SYR","WN",1395,1,"IAH","SYR","Southwest"
"ICT-MGM","DL",726,1,"ICT","MGM","Delta"
"ICT-MLI","OO",453,1,"ICT","MLI","Skywest"
"IND-MSP","WN",503,1,"IND","MSP","Southwest"
"IND-PIT","WN",326,1,"IND","PIT","Southwest"
"ISP-OMA","WN",1188,1,"ISP","OMA","Southwest"
"JAN-MIA","DL",742,1,"JAN","MIA","Delta"
"JAX-SAN","UA",2089,1,"JAX","SAN","United"
"JAX-SJU","DL",1288,1,"JAX","SJU","Delta"
"JAX-VPS","WN",289,1,"JAX","VPS","Southwest"
"JFK-ORD","AS",740,1,"JFK","ORD","Alaska"
"JNU-ORD","AS",2298,1,"JNU","ORD","Alaska"
"LAS-PSC","DL",732,1,"LAS","PSC","Delta"
"LAS-RNO","AA",345,1,"LAS","RNO","American"
"LAX-LAX","AS",0,1,"LAX","LAX","Alaska"
"LAX-ONT","AA",47,1,"LAX","ONT","American"
"LAX-PUW","OO",886,1,"LAX","PUW","Skywest"
"LAX-SJU","WN",3386,1,"LAX","SJU","Southwest"
"LBB-OMA","WN",619,1,"LBB","OMA","Southwest"
"LBB-PSP","WN",845,1,"LBB","PSP","Southwest"
"LGA-MCI","DL",1107,1,"LGA","MCI","Delta"
"LGA-MDT","AA",157,1,"LGA","MDT","American"
"LGA-OKC","DL",1341,1,"LGA","OKC","Delta"
"LGA-OMA","DL",1148,1,"LGA","OMA","Delta"
"LGA-SAN","UA",2441,1,"LGA","SAN","United"
"LIT-MHT","WN",1252,1,"LIT","MHT","Southwest"
"LIT-ORD","WN",552,1,"LIT","ORD","Southwest"
"LIT-SBA","WN",1570,1,"LIT","SBA","Southwest"
"LIT-SDF","WN",432,1,"LIT","SDF","Southwest"
"MCI-MSN","DL",386,1,"MCI","MSN","Delta"
"MCO-MSN","DL",1109,1,"MCO","MSN","Delta"
"MDT-RSW","DL",984,1,"MDT","RSW","Delta"
"MEM-RDU","DL",633,1,"MEM","RDU","Delta"
"MEM-SDF","WN",320,1,"MEM","SDF","Southwest"
"MIA-RIC","WN",825,1,"MIA","RIC","Southwest"
"MIA-RSW","DL",104,1,"MIA","RSW","Delta"
"MIA-SBA","WN",2426,1,"MIA","SBA","Southwest"
"MKE-SYR","WN",597,1,"MKE","SYR","Southwest"
"MSN-PHX","UA",1396,1,"MSN","PHX","United"
"MSN-SAV","UA",880,1,"MSN","SAV","United"
"MSP-OMA","AA",282,1,"MSP","OMA","American"
"MSP-SJC","UA",1575,1,"MSP","SJC","United"
"MSY-PNS","WN",187,1,"MSY","PNS","Southwest"
"MSY-PWM","UA",1446,1,"MSY","PWM","United"
"OAK-PBI","WN",2559,1,"OAK","PBI","Southwest"
"OAK-SMF","WN",75,1,"OAK","SMF","Southwest"
"OKC-PDX","AS",1484,1,"OKC","PDX","Alaska"
"OMA-ORD","AA",416,1,"OMA","ORD","American"
"OMA-PHX","UA",1037,1,"OMA","PHX","United"
"OMA-RSW","DL",1299,1,"OMA","RSW","Delta"
"OMA-SDF","WN",582,1,"OMA","SDF","Southwest"
"ONT-PHX","DL",325,1,"ONT","PHX","Delta"
"ORD-RDU","DL",646,1,"ORD","RDU","Delta"
"PAH-SLN","OO",499,1,"PAH","SLN","Skywest"
"PBI-PIT","UA",952,1,"PBI","PIT","United"
"PBI-SEA","UA",2690,1,"PBI","SEA","United"
"PDX-PIT","AS",2148,1,"PDX","PIT","Alaska"
"PHL-PHX","AS",2075,1,"PHL","PHX","Alaska"
"PHX-RDU","UA",1891,1,"PHX","RDU","United"
"PIT-SBA","WN",2198,1,"PIT","SBA","Southwest"
"PUW-SFO","OO",685,1,"PUW","SFO","Skywest"
"RDM-TUS","AS",1003,1,"RDM","TUS","Alaska"
"RDU-RIC","AA",139,1,"RDU","RIC","American"
"RNO-SRQ","WN",2286,1,"RNO","SRQ","Southwest"
"SEA-SGF","DL",1627,1,"SEA","SGF","Delta"
"SFO-VPS","WN",2101,1,"SFO","VPS","Southwest"
"SGU-XWA","OO",919,1,"SGU","XWA","Skywest"
"SJU-SRQ","WN",1220,1,"SJU","SRQ","Southwest"
"ABE-EWR","UA",67,0,"ABE","EWR","United"
"ABE-MSP","DL",948,0,"ABE","MSP","Delta"
"ABE-ORD","UA",654,0,"ABE","ORD","United"
"ABI-IAH","UA",307,0,"ABI","IAH","United"
"ABI-MAF","UA",151,0,"ABI","MAF","United"
"ABQ-BNA","DL",1123,0,"ABQ","BNA","Delta"
"ABQ-DFW","UA",569,0,"ABQ","DFW","United"
"ABQ-EWR","UA",1805,0,"ABQ","EWR","United"
"ABQ-MIA","UA",1689,0,"ABQ","MIA","United"
"ABQ-PHX","UA",328,0,"ABQ","PHX","United"
"ABQ-SAN","UA",628,0,"ABQ","SAN","United"
"ABQ-SAT","UA",609,0,"ABQ","SAT","United"
"ABQ-SBA","UA",754,0,"ABQ","SBA","United"
"ABQ-SMF","UA",866,0,"ABQ","SMF","United"
"ABR-ORD","OO",578,0,"ABR","ORD","Skywest"
"ACY-PHL","AA",45,0,"ACY","PHL","American"
"ADQ-DLG","AS",236,0,"ADQ","DLG","Alaska"
"ADQ-JNU","AS",657,0,"ADQ","JNU","Alaska"
"ADQ-SEA","AS",1439,0,"ADQ","SEA","Alaska"
"AEX-IAD","UA",1001,0,"AEX","IAD","United"
"AEX-IAH","UA",190,0,"AEX","IAH","United"
"AEX-MSY","UA",164,0,"AEX","MSY","United"
"AEX-ORD","UA",778,0,"AEX","ORD","United"
"AKN-BET","AS",232,0,"AKN","BET","Alaska"
"ALB-BOS","UA",145,0,"ALB","BOS","United"
"ALB-DEN","OO",1610,0,"ALB","DEN","Skywest"
"ALB-DEN","UA",1610,0,"ALB","DEN","United"
"ALB-ELP","WN",1932,0,"ALB","ELP","Southwest"
"ALB-EWR","UA",143,0,"ALB","EWR","United"
"ALB-GRB","UA",728,0,"ALB","GRB","United"
"ALB-LGA","UA",136,0,"ALB","LGA","United"
"ALB-MSY","UA",1267,0,"ALB","MSY","United"
"ALB-ROC","UA",198,0,"ALB","ROC","United"
"ALB-SMF","WN",2491,0,"ALB","SMF","Southwest"
"ALO-DEN","OO",665,0,"ALO","DEN","Skywest"
"AMA-OKC","OO",232,0,"AMA","OKC","Skywest"
"AMA-TUS","OO",573,0,"AMA","TUS","Skywest"
"ANC-IAD","UA",3356,0,"ANC","IAD","United"
"ANC-SEA","UA",1448,0,"ANC","SEA","United"
"ANC-UNK","AS",393,0,"ANC","UNK","Alaska"
"ATL-BHM","UA",134,0,"ATL","BHM","United"
"ATL-BNA","UA",214,0,"ATL","BNA","United"
"ATL-BWI","UA",577,0,"ATL","BWI","United"
"ATL-CHS","UA",259,0,"ATL","CHS","United"
"ATL-CID","UA",694,0,"ATL","CID","United"
"ATL-COS","UA",1184,0,"ATL","COS","United"
"ATL-DFW","UA",731,0,"ATL","DFW","United"
"ATL-FLL","UA",581,0,"ATL","FLL","United"
"ATL-MCO","UA",404,0,"ATL","MCO","United"
"ATL-PBI","UA",545,0,"ATL","PBI","United"
"ATL-PHX","UA",1587,0,"ATL","PHX","United"
"ATL-TPA","UA",406,0,"ATL","TPA","United"
"AUS-BNA","UA",756,0,"AUS","BNA","United"
"AUS-BOS","UA",1698,0,"AUS","BOS","United"
"AUS-BWI","UA",1342,0,"AUS","BWI","United"
"AUS-BZN","UA",1299,0,"AUS","BZN","United"
"AUS-CHS","UA",1055,0,"AUS","CHS","United"
"AUS-CMH","UA",1073,0,"AUS","CMH","United"
"AUS-CRP","UA",167,0,"AUS","CRP","United"
"AUS-DFW","UA",190,0,"AUS","DFW","United"
"AUS-GJT","UA",871,0,"AUS","GJT","United"
"AUS-LAS","UA",1090,0,"AUS","LAS","United"
"AUS-MCO","UA",994,0,"AUS","MCO","United"
"AUS-MDT","UA",1364,0,"AUS","MDT","United"
"AUS-MIA","UA",1103,0,"AUS","MIA","United"
"AUS-MSN","UA",1004,0,"AUS","MSN","United"
"AUS-MSY","UA",444,0,"AUS","MSY","United"
"AUS-PDX","UA",1715,0,"AUS","PDX","United"
"AUS-PHX","UA",872,0,"AUS","PHX","United"
"AUS-RDU","UA",1162,0,"AUS","RDU","United"
"AUS-RIC","B6",1271,0,"AUS","RIC","Jetblue"
"AUS-SAT","UA",66,0,"AUS","SAT","United"
"AUS-SEA","UA",1770,0,"AUS","SEA","United"
"AUS-SJU","UA",2146,0,"AUS","SJU","United"
"AUS-SLC","UA",1086,0,"AUS","SLC","United"
"AUS-SMF","UA",1481,0,"AUS","SMF","United"
"AUS-SNA","UA",1209,0,"AUS","SNA","United"
"AUS-STL","UA",721,0,"AUS","STL","United"
"AUS-SYR","UA",1485,0,"AUS","SYR","United"
"BDL-BOS","UA",91,0,"BDL","BOS","United"
"BDL-BWI","UA",283,0,"BDL","BWI","United"
"BDL-CLE","UA",476,0,"BDL","CLE","United"
"BDL-EWR","UA",116,0,"BDL","EWR","United"
"BDL-LAX","UA",2527,0,"BDL","LAX","United"
"BDL-MSY","UA",1279,0,"BDL","MSY","United"
"BDL-ONT","WN",2482,0,"BDL","ONT","Southwest"
"BDL-PBI","UA",1133,0,"BDL","PBI","United"
"BDL-PHL","WN",196,0,"BDL","PHL","Southwest"
"BDL-SEA","UA",2432,0,"BDL","SEA","United"
"BDL-STT","UA",1688,0,"BDL","STT","United"
"BDL-TPA","UA",1111,0,"BDL","TPA","United"
"BET-CDV","AS",555,0,"BET","CDV","Alaska"
"BET-DLG","AS",167,0,"BET","DLG","Alaska"
"BET-UNK","AS",218,0,"BET","UNK","Alaska"
"BFF-DCA","UA",1411,0,"BFF","DCA","United"
"BFF-DEN","UA",150,0,"BFF","DEN","United"
"BFF-EWR","UA",1527,0,"BFF","EWR","United"
"BFF-GEG","UA",791,0,"BFF","GEG","United"
"BFF-IAD","UA",1388,0,"BFF","IAD","United"
"BFF-JAC","UA",382,0,"BFF","JAC","United"
"BFF-MCO","UA",1558,0,"BFF","MCO","United"
"BFF-MIA","UA",1729,0,"BFF","MIA","United"
"BFF-ORD","UA",808,0,"BFF","ORD","United"
"BFF-PHL","UA",1485,0,"BFF","PHL","United"
"BFF-RDU","UA",1394,0,"BFF","RDU","United"
"BFF-SEA","UA",996,0,"BFF","SEA","United"
"BFF-SMF","UA",974,0,"BFF","SMF","United"
"BFI-BOS","AS",2494,0,"BFI","BOS","Alaska"
"BFI-SEA","AS",6,0,"BFI","SEA","Alaska"
"BFL-LAX","OO",109,0,"BFL","LAX","Skywest"
"BHM-ORD","UA",583,0,"BHM","ORD","United"
"BIL-BZN","UA",126,0,"BIL","BZN","United"
"BIL-IAD","UA",1648,0,"BIL","IAD","United"
"BIL-IAH","UA",1304,0,"BIL","IAH","United"
"BIL-ORD","UA",1061,0,"BIL","ORD","United"
"BIL-PDX","UA",679,0,"BIL","PDX","United"
"BIL-RDU","UA",1690,0,"BIL","RDU","United"
"BIS-MKE","OO",683,0,"BIS","MKE","Skywest"
"BIS-PSP","OO",1216,0,"BIS","PSP","Skywest"
"BNA-BOS","UA",942,0,"BNA","BOS","United"
"BNA-COS","UA",1006,0,"BNA","COS","United"
"BNA-DFW","OO",631,0,"BNA","DFW","Skywest"
"BNA-LAX","OO",1797,0,"BNA","LAX","Skywest"
"BNA-LAX","UA",1797,0,"BNA","LAX","United"
"BNA-LGA","OO",764,0,"BNA","LGA","Skywest"
"BNA-LGA","UA",764,0,"BNA","LGA","United"
"BNA-LIT","UA",327,0,"BNA","LIT","United"
"BNA-MCO","UA",616,0,"BNA","MCO","United"
"BNA-PHL","OO",675,0,"BNA","PHL","Skywest"
"BNA-PHX","DL",1449,0,"BNA","PHX","Delta"
"BNA-PHX","OO",1449,0,"BNA","PHX","Skywest"
"BNA-ROC","OO",680,0,"BNA","ROC","Skywest"
"BNA-SDF","OO",151,0,"BNA","SDF","Skywest"
"BNA-SDF","UA",151,0,"BNA","SDF","United"
"BNA-SLC","OO",1404,0,"BNA","SLC","Skywest"
"BNA-SRQ","UA",648,0,"BNA","SRQ","United"
"BNA-TUL","OO",515,0,"BNA","TUL","Skywest"
"BOI-COS","UA",684,0,"BOI","COS","United"
"BOI-DRO","OO",628,0,"BOI","DRO","Skywest"
"BOI-EUG","UA",351,0,"BOI","EUG","United"
"BOI-MSN","UA",1349,0,"BOI","MSN","United"
"BOI-OMA","UA",1048,0,"BOI","OMA","United"
"BOI-RFD","UA",1374,0,"BOI","RFD","United"
"BOI-SBP","OO",621,0,"BOI","SBP","Skywest"
"BOI-SEA","UA",399,0,"BOI","SEA","United"
"BOI-SLC","UA",290,0,"BOI","SLC","United"
"BOI-XNA","OO",1263,0,"BOI","XNA","Skywest"
"BOS-CLT","UA",728,0,"BOS","CLT","United"
"BOS-COS","UA",1778,0,"BOS","COS","United"
"BOS-DTW","UA",632,0,"BOS","DTW","United"
"BOS-ELP","WN",2067,0,"BOS","ELP","Southwest"
"BOS-JAX","UA",1010,0,"BOS","JAX","United"
"BOS-LGA","UA",184,0,"BOS","LGA","United"
"BOS-LGA","WN",184,0,"BOS","LGA","Southwest"
"BOS-MEM","UA",1139,0,"BOS","MEM","United"
"BOS-MSY","UA",1368,0,"BOS","MSY","United"
"BOS-PWM","UA",95,0,"BOS","PWM","United"
"BOS-RDU","UA",612,0,"BOS","RDU","United"
"BOS-STT","UA",1693,0,"BOS","STT","United"
"BOS-SYR","UA",265,0,"BOS","SYR","United"
"BOS-TUL","UA",1394,0,"BOS","TUL","United"
"BPT-IAH","UA",79,0,"BPT","IAH","United"
"BPT-LAX","UA",1455,0,"BPT","LAX","United"
"BTR-MSY","UA",65,0,"BTR","MSY","United"
"BTV-MSY","UA",1368,0,"BTV","MSY","United"
"BTV-SMF","UA",2504,0,"BTV","SMF","United"
"BUF-DEN","UA",1359,0,"BUF","DEN","United"
"BUF-DTW","UA",241,0,"BUF","DTW","United"
"BUF-ECP","UA",951,0,"BUF","ECP","United"
"BUF-JFK","AA",301,0,"BUF","JFK","American"
"BUF-ROC","UA",55,0,"BUF","ROC","United"
"BWI-FLL","UA",925,0,"BWI","FLL","United"
"BWI-IAD","UA",45,0,"BWI","IAD","United"
"BWI-MCO","UA",787,0,"BWI","MCO","United"
"BWI-MSN","UA",714,0,"BWI","MSN","United"
"BWI-PBI","UA",883,0,"BWI","PBI","United"
"BWI-TPA","UA",842,0,"BWI","TPA","United"
"BZN-CLE","UA",1492,0,"BZN","CLE","United"
"BZN-CVG","UA",1424,0,"BZN","CVG","United"
"BZN-DCA","UA",1797,0,"BZN","DCA","United"
"BZN-FCA","UA",228,0,"BZN","FCA","United"
"BZN-FLL","UA",2183,0,"BZN","FLL","United"
"BZN-FSD","UA",725,0,"BZN","FSD","United"
"BZN-IDA","UA",163,0,"BZN","IDA","United"
"BZN-JAC","UA",151,0,"BZN","JAC","United"
"BZN-JAX","UA",1903,0,"BZN","JAX","United"
"BZN-LAS","UA",701,0,"BZN","LAS","United"
"BZN-LAX","UA",902,0,"BZN","LAX","United"
"BZN-LGA","UA",1894,0,"BZN","LGA","United"
"BZN-MCI","UA",948,0,"BZN","MCI","United"
"BZN-OMA","UA",824,0,"BZN","OMA","United"
"BZN-ORF","UA",1901,0,"BZN","ORF","United"
"BZN-RFD","UA",1123,0,"BZN","RFD","United"
"BZN-SLC","UA",347,0,"BZN","SLC","United"
"CHS-GRR","UA",750,0,"CHS","GRR","United"
"CHS-LGA","UA",641,0,"CHS","LGA","United"
"CHS-MIA","UA",489,0,"CHS","MIA","United"
"CHS-TPA","UA",370,0,"CHS","TPA","United"
"CHS-TUL","UA",931,0,"CHS","TUL","United"
"CKB-ICT","OO",938,0,"CKB","ICT","Skywest"
"CKB-MSP","OO",770,0,"CKB","MSP","Skywest"
"CKB-PHX","OO",1808,0,"CKB","PHX","Skywest"
"CLE-CLT","UA",430,0,"CLE","CLT","United"
"CLE-CMH","UA",112,0,"CLE","CMH","United"
"CLE-COS","UA",1220,0,"CLE","COS","United"
"CLE-DCA","UA",310,0,"CLE","DCA","United"
"CLE-GRR","UA",214,0,"CLE","GRR","United"
"CLE-JFK","UA",425,0,"CLE","JFK","United"
"CLE-MIA","UA",1080,0,"CLE","MIA","United"
"CLE-MSY","UA",917,0,"CLE","MSY","United"
"CLE-PDX","UA",2045,0,"CLE","PDX","United"
"CLE-PIT","OO",106,0,"CLE","PIT","Skywest"
"CLE-PIT","UA",106,0,"CLE","PIT","United"
"CLE-SAV","UA",641,0,"CLE","SAV","United"
"CLT-FLL","UA",632,0,"CLT","FLL","United"
"CLT-MSO","UA",1891,0,"CLT","MSO","United"
"CLT-MSP","WN",930,0,"CLT","MSP","Southwest"
"CLT-PBI","UA",590,0,"CLT","PBI","United"
"CLT-SJU","UA",1475,0,"CLT","SJU","United"
"CLT-SLC","UA",1727,0,"CLT","SLC","United"
"CLT-SRQ","UA",547,0,"CLT","SRQ","United"
"CLT-TPA","UA",507,0,"CLT","TPA","United"
"CMH-DCA","UA",323,0,"CMH","DCA","United"
"CMH-MCO","UA",802,0,"CMH","MCO","United"
"CMH-OMA","UA",689,0,"CMH","OMA","United"
"CMH-PDX","UA",2034,0,"CMH","PDX","United"
"CMH-TPA","UA",829,0,"CMH","TPA","United"
"CMH-TUS","UA",1653,0,"CMH","TUS","United"
"COS-CVG","UA",1077,0,"COS","CVG","United"
"COS-DCA","UA",1487,0,"COS","DCA","United"
"COS-DFW","UA",592,0,"COS","DFW","United"
"COS-DRO","OO",202,0,"COS","DRO","Skywest"
"COS-EKO","OO",606,0,"COS","EKO","Skywest"
"COS-EUG","OO",1026,0,"COS","EUG","Skywest"
"COS-EUG","UA",1026,0,"COS","EUG","United"
"COS-EWR","UA",1623,0,"COS","EWR","United"
"COS-FAT","UA",833,0,"COS","FAT","United"
"COS-FLL","UA",1673,0,"COS","FLL","United"
"COS-GJT","UA",207,0,"COS","GJT","United"
"COS-IAD","UA",1463,0,"COS","IAD","United"
"COS-IAH","UA",809,0,"COS","IAH","United"
"COS-IND","UA",987,0,"COS","IND","United"
"COS-JAC","UA",457,0,"COS","JAC","United"
"COS-LAS","UA",604,0,"COS","LAS","United"
"COS-LGA","UA",1638,0,"COS","LGA","United"
"COS-MSY","UA",1022,0,"COS","MSY","United"
"COS-OGG","UA",3292,0,"COS","OGG","United"
"COS-PBI","UA",1651,0,"COS","PBI","United"
"COS-PDX","UA",1028,0,"COS","PDX","United"
"COS-PHX","UA",551,0,"COS","PHX","United"
"COS-RFD","UA",853,0,"COS","RFD","United"
"COS-RNO","UA",810,0,"COS","RNO","United"
"COS-ROW","OO",380,0,"COS","ROW","Skywest"
"COS-SAN","UA",816,0,"COS","SAN","United"
"COS-SAT","UA",732,0,"COS","SAT","United"
"COS-SEA","UA",1068,0,"COS","SEA","United"
"COS-SFO","UA",964,0,"COS","SFO","United"
"COS-SMF","UA",911,0,"COS","SMF","United"
"COS-SNA","UA",815,0,"COS","SNA","United"
"COS-TPA","UA",1477,0,"COS","TPA","United"
"CRP-EWR","UA",1597,0,"CRP","EWR","United"
"CRP-IAH","UA",201,0,"CRP","IAH","United"
"CRP-MIA","WN",1071,0,"CRP","MIA","Southwest"
"CRP-ORD","OO",1119,0,"CRP","ORD","Skywest"
"CRP-SAN","UA",1224,0,"CRP","SAN","United"
"CRP-SJU","UA",2098,0,"CRP","SJU","United"
"CRP-SNA","UA",1276,0,"CRP","SNA","United"
"CVG-DFW","OO",812,0,"CVG","DFW","Skywest"
"CVG-DFW","UA",812,0,"CVG","DFW","United"
"CVG-JAX","DL",613,0,"CVG","JAX","Delta"
"CVG-PHX","UA",1569,0,"CVG","PHX","United"
"CVG-SRQ","UA",812,0,"CVG","SRQ","United"
"CVG-TPA","UA",773,0,"CVG","TPA","United"
"DAL-DAL","WN",0,0,"DAL","DAL","Southwest"
"DAL-SAN","OO",1182,0,"DAL","SAN","Skywest"
"DCA-DSM","UA",897,0,"DCA","DSM","United"
"DCA-IAD","UA",24,0,"DCA","IAD","United"
"DCA-ICT","UA",1110,0,"DCA","ICT","United"
"DCA-LGA","UA",214,0,"DCA","LGA","United"
"DCA-LGA","WN",214,0,"DCA","LGA","Southwest"
"DCA-LNK","UA",1055,0,"DCA","LNK","United"
"DCA-MDT","UA",94,0,"DCA","MDT","United"
"DCA-MKE","UA",634,0,"DCA","MKE","United"
"DCA-OKC","UA",1158,0,"DCA","OKC","United"
"DCA-OMA","UA",1012,0,"DCA","OMA","United"
"DCA-PIT","UA",204,0,"DCA","PIT","United"
"DCA-RIC","UA",94,0,"DCA","RIC","United"
"DEN-DEN","WN",0,0,"DEN","DEN","Southwest"
"DEN-EGE","UA",120,0,"DEN","EGE","United"
"DEN-GTF","UA",623,0,"DEN","GTF","United"
"DEN-IAH","DL",862,0,"DEN","IAH","Delta"
"DEN-IDA","UA",458,0,"DEN","IDA","United"
"DEN-MAF","UA",563,0,"DEN","MAF","United"
"DEN-RFD","UA",828,0,"DEN","RFD","United"
"DEN-ROW","OO",453,0,"DEN","ROW","Skywest"
"DEN-SYR","UA",1492,0,"DEN","SYR","United"
"DFW-EGE","UA",721,0,"DFW","EGE","United"
"DFW-GJT","UA",773,0,"DFW","GJT","United"
"DFW-HDN","UA",769,0,"DFW","HDN","United"
"DFW-LAS","UA",1055,0,"DFW","LAS","United"
"DFW-MAF","UA",309,0,"DFW","MAF","United"
"DFW-MCI","OO",460,0,"DFW","MCI","Skywest"
"DFW-MCO","UA",985,0,"DFW","MCO","United"
"DFW-OKC","UA",175,0,"DFW","OKC","United"
"DFW-PHL","UA",1303,0,"DFW","PHL","United"
"DFW-PIT","UA",1067,0,"DFW","PIT","United"
"DFW-RNO","UA",1345,0,"DFW","RNO","United"
"DFW-RSW","UA",1017,0,"DFW","RSW","United"
"DFW-SAN","UA",1171,0,"DFW","SAN","United"
"DFW-SLC","UA",989,0,"DFW","SLC","United"
"DFW-SNA","UA",1205,0,"DFW","SNA","United"
"DFW-TUS","OO",813,0,"DFW","TUS","Skywest"
"DRO-TUS","OO",392,0,"DRO","TUS","Skywest"
"DSM-LAS","UA",1216,0,"DSM","LAS","United"
"DSM-MSY","UA",818,0,"DSM","MSY","United"
"DSM-SAN","UA",1428,0,"DSM","SAN","United"
"DTW-FAT","OO",1964,0,"DTW","FAT","Skywest"
"DTW-FLL","UA",1127,0,"DTW","FLL","United"
"DTW-GRR","UA",120,0,"DTW","GRR","United"
"DTW-LGA","OO",502,0,"DTW","LGA","Skywest"
"DTW-MCO","UA",957,0,"DTW","MCO","United"
"DTW-MIA","UA",1145,0,"DTW","MIA","United"
"DTW-OKC","OO",900,0,"DTW","OKC","Skywest"
"DTW-ROW","OO",1307,0,"DTW","ROW","Skywest"
"DTW-SEA","UA",1927,0,"DTW","SEA","United"
"DTW-SLC","OO",1481,0,"DTW","SLC","Skywest"
"EAR-GRR","OO",711,0,"EAR","GRR","Skywest"
"ECP-RFD","UA",837,0,"ECP","RFD","United"
