"pair","carrier","dist","pass","port1","port2","carrier_name","Hubs","city1","city2","nsmiles","passengers_sum","fare","ppm","income"
"DFW-SEA","AA",1660,659143,"DFW","SEA","American",1,"Dallas/Fort Worth, TX","Seattle, WA",1670,5146,210.944132215338,0.127074778442975,1085518.50438013
"BNA-DFW","AA",631,657574,"BNA","DFW","American",1,"Nashville, TN","Dallas/Fort Worth, TX",631,4277,171.862604629413,0.272365459000655,735056.36
"ATL-DFW","AA",731,654464,"ATL","DFW","American",1,"Atlanta, GA","Dallas/Fort Worth, TX",731,9971,129.558361383862,0.17723442049776,1291826.42135849
"CLT-LAS","AA",1916,652066,"CLT","LAS","American",1,"Charlotte, NC","Las Vegas, NV",1916,3094,255.327886231416,0.133260900955854,789984.48
"ATL-IND","DL",432,650605,"ATL","IND","Delta",1,"Atlanta, GA","Indianapolis, IN",432,2112,176.542964015152,0.408664268553591,372858.74
"ATL-ORD","DL",606,649756,"ATL","ORD","Delta",1,"Atlanta, GA","Chicago, IL",606,11361,139.553901065047,0.230286965453873,1585471.87
"BOS-MIA","AA",1258,649315,"BOS","MIA","American",1,"Boston, MA","Miami, FL",1283,13905,158.287075229237,0.125824384124989,2200981.78106254
"LAX-PHX","AA",370,648457,"LAX","PHX","American",1,"Los Angeles, CA","Phoenix, AZ",370,13636,124.862743337404,0.337466873884875,1702628.36814884
"IAH-MCO","UA",854,640489,"IAH","MCO","United",1,"Houston, TX","Orlando, FL",854,6599,170.623912714048,0.199793808798651,1125947.2
"ATL-MEM","DL",332,633471,"ATL","MEM","Delta",1,"Atlanta, GA","Memphis, TN",332,1324,165.134312688822,0.497392508098861,218637.83
"DEN-SFO","UA",967,632993,"DEN","SFO","United",1,"Denver, CO","San Francisco, CA",967,8336,196.18710458747,0.202882217774012,1635415.70384115
"ATL-ORF","DL",516,630153,"ATL","ORF","Delta",1,"Atlanta, GA","Norfolk, VA",516,1296,200.384683641975,0.388342410158867,259698.55
"DTW-LAX","DL",1979,627901,"DTW","LAX","Delta",1,"Detroit, MI","Los Angeles, CA",1979,5985,294.376167084378,0.148749958102263,1761841.36
"DFW-SLC","AA",989,626174,"DFW","SLC","American",1,"Dallas/Fort Worth, TX","Salt Lake City, UT",999,4130,190.77791135437,0.192899809256188,787912.773893547
"ATL-RIC","DL",481,623872,"ATL","RIC","Delta",1,"Atlanta, GA","Richmond, VA",481,2190,160.369136986301,0.33340776920229,351208.41
"DCA-DFW","AA",1192,620879,"DCA","DFW","American",1,"Washington, DC","Dallas/Fort Worth, TX",1217,9154,225.422035175879,0.189112445617348,2063513.31
"CLT-LGA","AA",544,617833,"CLT","LGA","American",1,"Charlotte, NC","New York City, NY",575,9280,179.106073275862,0.329239105286511,1662104.36
"ATL-IAH","DL",689,615152,"ATL","IAH","Delta",1,"Atlanta, GA","Houston, TX",696,8019,150.767280209502,0.21882043571771,1209002.82
"LAS-PHX","WN",255,606046,"LAS","PHX","Southwest",1,"Las Vegas, NV","Phoenix, AZ",276,4419,136.607639737497,0.535716234264695,603669.16
"ATL-CVG","DL",373,604108,"ATL","CVG","Delta",1,"Atlanta, GA","Cincinnati, OH",373,933,226.405594855305,0.606985508995457,211236.42
"ATL-SFO","DL",2139,602324,"ATL","SFO","Delta",1,"Atlanta, GA","San Francisco, CA",2139,4700,342.1456,0.159955867227676,1608084.32
"DTW-LAS","DL",1749,593248,"DTW","LAS","Delta",1,"Detroit, MI","Las Vegas, NV",1749,6711,226.491329161079,0.129497615300788,1519983.31
"MCO-PHL","AA",861,593078,"MCO","PHL","American",1,"Orlando, FL","Philadelphia, PA",861,9206,164.649043015425,0.191230015116637,1515759.09
"MCO-ORD","UA",1005,591298,"MCO","ORD","United",1,"Orlando, FL","Chicago, IL",1005,13382,144.105592406676,0.143388649160871,1928421.03758613
"BOS-DFW","AA",1562,590622,"BOS","DFW","American",1,"Boston, MA","Dallas/Fort Worth, TX",1562,4864,251.508336759868,0.161016860921811,1223336.55
"JFK-LAX","B6",2475,589792,"JFK","LAX","Jetblue",1,"New York City, NY","Los Angeles, CA",2510,33868,315.002607771348,0.127273780917716,10668508.32
"DEN-IAD","UA",1452,589009,"DEN","IAD","United",1,"Denver, CO","Washington, DC",1491,8384,244.215830152672,0.168192720490821,2047505.52
"IAH-LAS","UA",1222,581832,"IAH","LAS","United",1,"Houston, TX","Las Vegas, NV",1235,7529,189.012898575627,0.154675039750923,1423078.1133759
"CLT-RSW","AA",600,580442,"CLT","RSW","American",1,"Charlotte, NC","Fort Myers, FL",600,576,189.844895833333,0.316408159722222,109350.66
"CLT-DEN","AA",1337,578147,"CLT","DEN","American",1,"Charlotte, NC","Denver, CO",1337,3466,161.840106751298,0.121047200262751,560937.81
"LAX-SFO","OO",337,576311,"LAX","SFO","Skywest",1,"Los Angeles, CA","San Francisco, CA",372,35228,138.171538434272,0.41000456508686,4867506.95596253
"ATL-SRQ","DL",444,573440,"ATL","SRQ","Delta",1,"Atlanta, GA","Sarasota/Bradenton, FL",444,990,159.356292929293,0.35891056966057,157762.73
"DEN-MDW","WN",895,573214,"DEN","MDW","Southwest",1,"Denver, CO","Chicago, IL",895,10475,128.240050596659,0.143284972733697,1343314.53
"SEA-SLC","DL",689,572833,"SEA","SLC","Delta",1,"Seattle, WA","Salt Lake City, UT",689,3951,158.214513664043,0.229629192545781,625105.543486635
"SAN-SMF","WN",480,569578,"SAN","SMF","Southwest",0,"San Diego, CA","Sacramento, CA",480,5720,136.470846153846,0.284314262820513,780613.24
"ATL-MCI","DL",692,568757,"ATL","MCI","Delta",1,"Atlanta, GA","Kansas City, MO",692,2148,186.580651769088,0.269625219319491,400775.24
"DFW-TUS","AA",813,566666,"DFW","TUS","American",1,"Dallas/Fort Worth, TX","Tucson, AZ",824,276,249.29,0.306629766297663,68804.04
"ATL-SAT","DL",874,563604,"ATL","SAT","Delta",1,"Atlanta, GA","San Antonio, TX",874,1557,213.903904945408,0.244741310006187,333048.38
"ATL-CMH","DL",447,562524,"ATL","CMH","Delta",1,"Atlanta, GA","Columbus, OH",447,2074,164.653519768563,0.368352393218262,341491.4
"DFW-IAH","AA",224,561420,"DFW","IAH","American",1,"Dallas/Fort Worth, TX","Houston, TX",247,4652,163.010044867754,0.727723414588186,758322.72872479
"ATL-JFK","DL",760,560937,"ATL","JFK","Delta",1,"Atlanta, GA","New York City, NY",795,21496,194.212135280983,0.255542283264451,4174784.06
"DFW-MSY","AA",447,560433,"DFW","MSY","American",1,"Dallas/Fort Worth, TX","New Orleans, LA",447,3660,155.892432522278,0.34875264546371,570566.303031539
"LAS-SAN","WN",258,556477,"LAS","SAN","Southwest",1,"Las Vegas, NV","San Diego, CA",258,3665,144.98329058663,0.561950738707869,531363.76
"DFW-ELP","AA",551,553027,"DFW","ELP","American",1,"Dallas/Fort Worth, TX","El Paso, TX",562,2520,166.046841269841,0.30135542880189,418438.04
"ATL-CLE","DL",554,552202,"ATL","CLE","Delta",1,"Atlanta, GA","Cleveland, OH",554,3029,151.045090789039,0.272644568211262,457515.58
"PDX-SEA","AS",129,550546,"PDX","SEA","Alaska",1,"Portland, OR","Seattle, WA",129,603,143.449850746269,1.1120143468703,86500.26
"LAS-SMF","WN",397,548069,"LAS","SMF","Southwest",1,"Las Vegas, NV","Sacramento, CA",397,4416,146.413722826087,0.368800309385609,646563
"BOS-MCO","B6",1121,546705,"BOS","MCO","Jetblue",1,"Boston, MA","Orlando, FL",1142,13619,175.137362508261,0.156233151211651,2385195.74
"DEN-HOU","WN",883,545245,"DEN","HOU","Southwest",1,"Denver, CO","Houston, TX",883,7787,140.852113779376,0.159515417643687,1096815.41
