"pair","carrier","dist","pass","port1","port2","carrier_name","Hubs","city1","city2","nsmiles","passengers_sum","fare","ppm","income"
"ABQ-SFO","OO",896,43905,"ABQ","SFO","Skywest",1,"Albuquerque, NM","San Francisco, CA",896,1246,244.883830059857,0.273307846048948,305125.252254582
"CVG-DEN","OO",1069,43667,"CVG","DEN","Skywest",1,"Cincinnati, OH","Denver, CO",1069,2140,162.24188371848,0.151769769615042,347197.631157548
"ATL-AUS","NK",813,43535,"ATL","AUS","Spirit",1,"Atlanta, GA","Austin, TX",813,3225,137.861283259268,0.16957107411964,444602.638511138
"DEN-DFW","OO",641,43488,"DEN","DFW","Skywest",1,"Denver, CO","Dallas/Fort Worth, TX",651,9649,128.768937319904,0.200887577722158,1242491.47619975
"CVG-IAH","UA",871,43368,"CVG","IAH","United",1,"Cincinnati, OH","Houston, TX",886,1066,197.131969981238,0.226328323744246,210142.68
"BOS-JFK","AA",187,43359,"BOS","JFK","American",1,"Boston, MA","New York City, NY",206,4651,171.725307474025,0.918317152267512,798694.405061689
"BNA-LAS","F9",1587,43120,"BNA","LAS","Frontier",1,"Nashville, TN","Las Vegas, NV",1587,2471,107.629894779442,0.0678197194577451,265953.47
"ALB-DEN","WN",1610,42168,"ALB","DEN","Southwest",1,"Albany, NY","Denver, CO",1610,321,258.51,0.160565217391304,82981.71
"SLC-SMF","WN",532,42167,"SLC","SMF","Southwest",0,"Salt Lake City, UT","Sacramento, CA",532,1600,148.408875,0.27896405075188,237454.2
"JFK-MSY","DL",1182,41897,"JFK","MSY","Delta",1,"New York City, NY","New Orleans, LA",1218,4316,216.743893654041,0.183370468404434,935466.645010839
"MEM-MIA","AA",859,41835,"MEM","MIA","American",1,"Memphis, TN","Miami, FL",859,1469,188.288352620831,0.21919482260865,276595.59
"DEN-MSN","OO",826,41749,"DEN","MSN","Skywest",1,"Denver, CO","Madison, WI",826,328,229.064615384615,0.277317936300987,75133.1938461538
"DFW-MSY","NK",447,41501,"DFW","MSY","Spirit",1,"Dallas/Fort Worth, TX","New Orleans, LA",447,3660,155.892432522278,0.34875264546371,570566.303031539
"CHS-LAX","B6",2206,41299,"CHS","LAX","Jetblue",1,"Charleston, SC","Los Angeles, CA",2206,1046,173.712313575526,0.0787453824005103,181703.08
"IAH-MEM","UA",468,41279,"IAH","MEM","United",1,"Houston, TX","Memphis, TN",484,1178,169.791943972835,0.362803299087255,200014.91
"ALB-MCO","F9",1073,41172,"ALB","MCO","Frontier",1,"Albany, NY","Orlando, FL",1073,1736,169.568299452577,0.158031965939028,294370.567849673
"IAD-LGA","UA",229,40957,"IAD","LGA","United",1,"Washington, DC","New York City, NY",249,3727,184.239079820566,0.804537466465354,686659.05049125
"DEN-FAT","UA",844,40746,"DEN","FAT","United",1,"Denver, CO","Fresno, CA",844,253,183.41,0.217310426540284,46402.73
"SAT-SLC","OO",1087,40601,"SAT","SLC","Skywest",1,"San Antonio, TX","Salt Lake City, UT",1087,815,207.735012980652,0.191108567599496,169304.035579232
"LGA-RDU","AA",431,40333,"LGA","RDU","American",1,"New York City, NY","Raleigh/Durham, NC",462,7603,146.334545153907,0.339523306621594,1112581.54680515
"IAH-PHX","AA",1009,40312,"IAH","PHX","American",1,"Houston, TX","Phoenix, AZ",1020,4073,190.909125192884,0.189206268773919,777572.866910617
"MCO-RDU","B6",534,40281,"MCO","RDU","Jetblue",1,"Orlando, FL","Raleigh/Durham, NC",534,3103,110.80290870061,0.207496083709007,343821.425697992
"DEN-SEA","DL",1024,40080,"DEN","SEA","Delta",1,"Denver, CO","Seattle, WA",1024,6383,146.251313690501,0.14282354852588,933522.13528647
"BNA-SFO","UA",1969,39714,"BNA","SFO","United",1,"Nashville, TN","San Francisco, CA",1969,1943,284.59623768585,0.144538465051219,552970.489823606
"DEN-GRR","F9",1015,39257,"DEN","GRR","Frontier",0,"Denver, CO","Grand Rapids, MI",1015,1208,116.613551324503,0.114890198349264,140869.17
"BOS-TPA","NK",1185,39231,"BOS","TPA","Spirit",0,"Boston, MA","Tampa, FL",1204,6936,175.495241796368,0.14809725046107,1217234.99709961
"DCA-MSY","WN",969,39035,"DCA","MSY","Southwest",0,"Washington, DC","New Orleans, LA",998,3248,176.224907635468,0.181862649778605,572378.5
"CMH-DEN","F9",1154,38957,"CMH","DEN","Frontier",0,"Columbus, OH","Denver, CO",1154,1513,216.570678106014,0.187669565083201,327671.4359744
"IAD-MCO","F9",758,38800,"IAD","MCO","Frontier",1,"Washington, DC","Orlando, FL",787,13129,137.25424936304,0.181074207602956,1802011.03988736
"MCO-MSY","F9",551,38573,"MCO","MSY","Frontier",1,"Orlando, FL","New Orleans, LA",551,2532,169.336083457027,0.307325015348507,428758.963313194
"ABQ-ORD","AA",1118,38562,"ABQ","ORD","American",1,"Albuquerque, NM","Chicago, IL",1121,616,233.302548701299,0.208678487210464,143714.37
"DEN-DTW","UA",1123,38339,"DEN","DTW","United",1,"Denver, CO","Detroit, MI",1123,3694,164.103806099646,0.146129836241893,606199.459732093
"GEG-LAX","AS",945,38320,"GEG","LAX","Alaska",1,"Spokane, WA","Los Angeles, CA",962,2522,169.315015860428,0.179169328952834,427012.47
"JFK-PDX","DL",2454,38279,"JFK","PDX","Delta",1,"New York City, NY","Portland, OR",2482,3006,288.428261401116,0.117533928851311,867015.353771755
"MSY-PHL","F9",1089,38261,"MSY","PHL","Frontier",1,"New Orleans, LA","Philadelphia, PA",1089,1188,105.43521043771,0.0968183750575853,125257.03
"MDW-PWM","WN",895,38240,"MDW","PWM","Southwest",1,"Chicago, IL","Portland, ME",900,335,215.11,0.240346368715084,72061.85
"IAD-MSY","UA",955,38036,"IAD","MSY","United",1,"Washington, DC","New Orleans, LA",998,3248,202.725828380827,0.212278354325473,658453.490580925
"BDL-ORD","OO",783,38020,"BDL","ORD","Skywest",1,"Hartford, CT","Chicago, IL",783,1395,244.23850263392,0.311926567859413,340712.711174318
"CVG-MIA","F9",948,37945,"CVG","MIA","Frontier",1,"Cincinnati, OH","Miami, FL",948,2515,153.71982700995,0.162151716255221,386605.364930024
"AUS-ORD","WN",977,37906,"AUS","ORD","Southwest",0,"Austin, TX","Chicago, IL",977,4788,157.921610275689,0.161639314509406,756128.67
"BDL-MIA","B6",1194,37821,"BDL","MIA","Jetblue",0,"Hartford, CT","Miami, FL",1194,3370,149.064738872404,0.124844839926636,502348.17
"PHX-SMF","F9",647,37783,"PHX","SMF","Frontier",1,"Phoenix, AZ","Sacramento, CA",647,3822,147.035298062218,0.227257029462469,561968.909193796
"BNA-JFK","B6",765,37744,"BNA","JFK","Jetblue",1,"Nashville, TN","New York City, NY",803,6645,168.752697972893,0.220591762056069,1121361.67802987
"LGA-RSW","B6",1080,37305,"LGA","RSW","Jetblue",0,"New York City, NY","Fort Myers, FL",1120,9366,165.20377108691,0.152966454710102,1547298.52
"BUF-LAX","B6",2218,37241,"BUF","LAX","Jetblue",1,"Buffalo, NY","Los Angeles, CA",2218,984,285.311896907776,0.128634759651838,280746.906557252
"BOS-RSW","NK",1249,37220,"BOS","RSW","Spirit",0,"Boston, MA","Fort Myers, FL",1271,5260,191.667553954381,0.153456808610393,1008171.33380005
"BOS-SFO","DL",2704,37164,"BOS","SFO","Delta",1,"Boston, MA","San Francisco, CA",2704,7381,324.81751036448,0.120124818921775,2397478.04400023
"CLE-MIA","F9",1080,36909,"CLE","MIA","Frontier",1,"Cleveland, OH","Miami, FL",1080,3137,150.144709878509,0.139022879517138,471003.954888883
"LAX-MEM","DL",1619,36709,"LAX","MEM","Delta",1,"Los Angeles, CA","Memphis, TN",1619,1572,267.675373430921,0.165333769877036,420785.687033408
"BOS-LAS","NK",2381,36626,"BOS","LAS","Spirit",1,"Boston, MA","Las Vegas, NV",2381,3733,254.482262917324,0.10688041281702,949982.287470371
"DFW-MIA","F9",1121,36487,"DFW","MIA","Frontier",1,"Dallas/Fort Worth, TX","Miami, FL",1121,9180,134.039573115571,0.119571430076335,1230483.28120095
"ATL-DEN","OO",1199,36484,"ATL","DEN","Skywest",1,"Atlanta, GA","Denver, CO",1199,6912,151.451566821559,0.126314901435829,1046833.22987061
"CLT-LAS","NK",1916,36375,"CLT","LAS","Spirit",1,"Charlotte, NC","Las Vegas, NV",1916,3094,187.322140015404,0.0977672964589793,579574.701207661
"CLT-IAD","AA",322,36374,"CLT","IAD","American",1,"Charlotte, NC","Washington, DC",361,3887,155.730964754309,0.483636536504066,605326.26
"ATL-IAD","UA",534,36344,"ATL","IAD","United",1,"Atlanta, GA","Washington, DC",577,12391,137.778961813489,0.258013037103911,1707219.11583094
"AUS-TPA","AA",928,36153,"AUS","TPA","American",0,"Austin, TX","Tampa, FL",928,1187,166.310716090986,0.179214133718735,197410.82
"DEN-OKC","F9",495,36020,"DEN","OKC","Frontier",0,"Denver, CO","Oklahoma City, OK",495,1335,163.725862388836,0.330759317957245,218574.026289096
"IAH-IND","UA",844,35840,"IAH","IND","United",1,"Houston, TX","Indianapolis, IN",861,1183,237.834877430262,0.281794878471875,281358.66
"ORD-RIC","OO",642,35831,"ORD","RIC","Skywest",1,"Chicago, IL","Richmond, VA",642,1048,184.771913685901,0.287806719136917,193640.965542824
"LAX-TUL","OO",1283,35704,"LAX","TUL","Skywest",1,"Los Angeles, CA","Tulsa, OK",1283,1159,226.912069603375,0.176860537492887,262991.088670311
"MCO-ROC","F9",1033,35636,"MCO","ROC","Frontier",1,"Orlando, FL","Rochester, NY",1033,542,99.4053505535055,0.0962297682028127,53877.7
"BNA-PHL","F9",675,35606,"BNA","PHL","Frontier",1,"Nashville, TN","Philadelphia, PA",675,2215,134.345547446604,0.199030440661636,297575.387594228
"ORD-TPA","WN",1011,35491,"ORD","TPA","Southwest",0,"Chicago, IL","Tampa, FL",1011,8203,134.48636962087,0.133023115351998,1103191.69
"IAH-MAF","OO",429,35297,"IAH","MAF","Skywest",1,"Houston, TX","Midland/Odessa, TX",441,1961,170.786798183571,0.398104424670328,334912.911237982
"MCO-OKC","WN",1069,35293,"MCO","OKC","Southwest",1,"Orlando, FL","Oklahoma City, OK",1069,817,193.050795593635,0.180590080068882,157722.5
"IAH-PHL","AA",1325,35164,"IAH","PHL","American",1,"Houston, TX","Philadelphia, PA",1336,2447,207.45309358398,0.156568372516212,507637.72
"MCO-PHL","B6",861,35055,"MCO","PHL","Jetblue",1,"Orlando, FL","Philadelphia, PA",861,9206,125.913136935663,0.146240577161049,1159156.33862971
"LAX-SFO","DL",337,34974,"LAX","SFO","Delta",1,"Los Angeles, CA","San Francisco, CA",372,35228,138.171538434272,0.41000456508686,4867506.95596253
"ORD-RSW","F9",1120,34681,"ORD","RSW","Frontier",1,"Chicago, IL","Fort Myers, FL",1120,7690,167.257576791262,0.149337122135055,1286210.7655248
"CVG-IAH","OO",871,34621,"CVG","IAH","Skywest",1,"Cincinnati, OH","Houston, TX",886,1066,226.302236033099,0.259818870302065,241238.183611284
"ABQ-PHX","OO",328,34593,"ABQ","PHX","Skywest",1,"Albuquerque, NM","Phoenix, AZ",328,1517,205.23248177178,0.625708785889572,311337.67484779
"SAN-SLC","OO",626,34573,"SAN","SLC","Skywest",1,"San Diego, CA","Salt Lake City, UT",626,3390,152.550261433617,0.243690513472231,517145.386259961
"AUS-IAD","AA",1297,34301,"AUS","IAD","American",0,"Austin, TX","Washington, DC",1342,3658,207.329535265172,0.159853149780395,758411.44
"ORD-SRQ","AA",1050,34079,"ORD","SRQ","American",1,"Chicago, IL","Sarasota/Bradenton, FL",1050,1838,199.793846613453,0.190279853917575,367221.090075527
"ORD-PWM","UA",900,34038,"ORD","PWM","United",1,"Chicago, IL","Portland, ME",900,335,244.354569147687,0.271505076830764,81858.7806644752
"IAH-LAX","OO",1379,34015,"IAH","LAX","Skywest",1,"Houston, TX","Los Angeles, CA",1390,11804,166.048438102453,0.120412210371612,1960035.76336136
"EUG-LAX","OO",748,33734,"EUG","LAX","Skywest",1,"Eugene, OR","Los Angeles, CA",776,1139,170.036869693317,0.227322018306573,193671.994580688
"DTW-JFK","B6",509,33628,"DTW","JFK","Jetblue",1,"Detroit, MI","New York City, NY",540,6541,164.409718240836,0.323005340355277,1075403.96701331
"DTW-MIA","F9",1145,33513,"DTW","MIA","Frontier",1,"Detroit, MI","Miami, FL",1145,7714,148.043902108004,0.129295984373802,1142010.66086114
"LAX-RDU","B6",2239,33440,"LAX","RDU","Jetblue",1,"Los Angeles, CA","Raleigh/Durham, NC",2239,3355,188.956479880775,0.084393246932012,633948.99
"ATL-IAH","OO",689,33405,"ATL","IAH","Skywest",1,"Atlanta, GA","Houston, TX",696,8019,139.149019624878,0.201957938497645,1115835.98837189
"BOS-PDX","B6",2537,33324,"BOS","PDX","Jetblue",1,"Boston, MA","Portland, OR",2537,1557,276.92267822736,0.109153598039953,431168.61
"ATL-MIA","NK",594,33307,"ATL","MIA","Spirit",1,"Atlanta, GA","Miami, FL",594,15456,113.407449550106,0.190921632239236,1752825.54024644
"LAX-MFR","OO",630,33234,"LAX","MFR","Skywest",1,"Los Angeles, CA","Medford, OR",659,533,192.179889794286,0.305047444117914,102431.881260354
"LGA-TPA","NK",1010,33040,"LGA","TPA","Spirit",0,"New York City, NY","Tampa, FL",1055,15515,146.236132874754,0.144788250371044,2268853.60155181
"ALB-ORD","OO",723,32968,"ALB","ORD","Skywest",1,"Albany, NY","Chicago, IL",723,593,237.088999037753,0.327923926746546,140593.776429387
"CMH-MCO","F9",802,32951,"CMH","MCO","Frontier",1,"Columbus, OH","Orlando, FL",802,2870,178.325746926969,0.222351305395223,511794.8936804
"DTW-MCO","WN",957,32864,"DTW","MCO","Southwest",1,"Detroit, MI","Orlando, FL",957,7562,127.333749238497,0.13305511937147,962897.811741511
"DTW-MYR","DL",636,32819,"DTW","MYR","Delta",1,"Detroit, MI","Myrtle Beach, SC",636,704,189.745789012274,0.298342435553889,133581.035464641
"SLC-STL","OO",1156,32724,"SLC","STL","Skywest",1,"Salt Lake City, UT","St. Louis, MO",1156,843,194.676192751728,0.168405011030906,164112.030489707
"MKE-RSW","F9",1183,32426,"MKE","RSW","Frontier",0,"Milwaukee, WI","Fort Myers, FL",1183,1497,118.546873747495,0.100208684486471,177464.67
"IAH-TUL","OO",429,32290,"IAH","TUL","Skywest",1,"Houston, TX","Tulsa, OK",453,1226,180.651744260612,0.421099636971125,221479.038463511
"BDL-SFO","B6",2625,32280,"BDL","SFO","Jetblue",0,"Hartford, CT","San Francisco, CA",2625,630,245.380492063492,0.0934782826908541,154589.71
"DEN-TUL","F9",541,32136,"DEN","TUL","Frontier",0,"Denver, CO","Tulsa, OK",541,858,167.989255316686,0.310516183579825,144134.781061716
"IAH-STL","UA",667,32037,"IAH","STL","United",1,"Houston, TX","St. Louis, MO",687,2135,197.497742052443,0.296098563796765,421657.679281965
"DTW-PHX","NK",1671,31917,"DTW","PHX","Spirit",1,"Detroit, MI","Phoenix, AZ",1671,4385,183.647666912083,0.109902852730151,805295.019409483
"ATL-LGA","AA",762,31876,"ATL","LGA","American",1,"Atlanta, GA","New York City, NY",795,21496,142.491688139281,0.186996966062048,3063001.32824198
"ATL-RDU","F9",356,31824,"ATL","RDU","Frontier",1,"Atlanta, GA","Raleigh/Durham, NC",356,2619,129.297058088437,0.363193983394485,338628.995133615
"BUF-DEN","F9",1359,31623,"BUF","DEN","Frontier",0,"Buffalo, NY","Denver, CO",1359,318,114.36,0.0841501103752759,36366.48
"JFK-PBI","DL",1028,31591,"JFK","PBI","Delta",1,"New York City, NY","West Palm Beach/Palm Beach, FL",1066.5,15700,200.988496619606,0.195514101770045,3155519.39692781
"DTW-PHX","WN",1671,31367,"DTW","PHX","Southwest",1,"Detroit, MI","Phoenix, AZ",1671,4385,211.496604332953,0.126568883502665,927412.61
"BHM-HOU","WN",570,31353,"BHM","HOU","Southwest",1,"Birmingham, AL","Houston, TX",570,282,164.27,0.28819298245614,46324.14
"SEA-TUS","OO",1216,31283,"SEA","TUS","Skywest",1,"Seattle, WA","Tucson, AZ",1216,1490,170.918384747208,0.140557882193428,254668.39327334
"MCO-SFO","AS",2446,31269,"MCO","SFO","Alaska",1,"Orlando, FL","San Francisco, CA",2446,3691,227.765814192213,0.0931176672903569,840683.620183458
"DEN-FAT","F9",844,31257,"DEN","FAT","Frontier",0,"Denver, CO","Fresno, CA",844,253,76.73,0.0909123222748815,19412.69
"MIA-RDU","F9",700,31201,"MIA","RDU","Frontier",1,"Miami, FL","Raleigh/Durham, NC",700,3995,132.665279188744,0.189521827412491,529997.790359032
"ACK-JFK","B6",199,30984,"ACK","JFK","Jetblue",1,"Nantucket, MA","New York City, NY",218,598,161.78,0.812964824120603,96744.44
"ORD-TYS","OO",475,30918,"ORD","TYS","Skywest",1,"Chicago, IL","Knoxville, TN",475,272,145.96413592233,0.307292917731221,39702.2449708738
"DEN-JAX","UA",1447,30832,"DEN","JAX","United",1,"Denver, CO","Jacksonville, FL",1447,1038,256.39393100621,0.177190000695376,266136.900384446
"MIA-MSY","WN",675,30784,"MIA","MSY","Southwest",0,"Miami, FL","New Orleans, LA",675,3457,131.691261477674,0.195098165152109,455256.690928318
"BOI-PDX","OO",344,30683,"BOI","PDX","Skywest",1,"Boise, ID","Portland, OR",344,953,171.220713115139,0.497734631148661,163173.339598728
"IAH-MCI","OO",643,30540,"IAH","MCI","Skywest",1,"Houston, TX","Kansas City, MO",666,1684,194.479978130482,0.30245719771459,327504.283171731
"LAX-SEA","UA",954,30486,"LAX","SEA","United",1,"Los Angeles, CA","Seattle, WA",978,21677,147.831806136983,0.154959964504176,3204550.06163139
"CVG-TPA","WN",773,30464,"CVG","TPA","Southwest",0,"Cincinnati, OH","Tampa, FL",776,2374,123.388317224862,0.159622661351697,292923.865091822
"EYW-JFK","B6",1201,30358,"EYW","JFK","Jetblue",1,"Key West, FL","New York City, NY",1233.75,1475,216.048252674727,0.179890301977291,318671.172695222
"DTW-IAH","DL",1075,30187,"DTW","IAH","Delta",1,"Detroit, MI","Houston, TX",1092,3129,197.117372962608,0.183364998104752,616780.26
"ATL-DFW","F9",731,30001,"ATL","DFW","Frontier",1,"Atlanta, GA","Dallas/Fort Worth, TX",731,9971,129.558361383862,0.17723442049776,1291826.42135849
"BDL-ORD","AA",783,29956,"BDL","ORD","American",1,"Hartford, CT","Chicago, IL",783,1395,228.815161290323,0.292228813908458,319197.15
"IND-SFO","UA",1943,29951,"IND","SFO","United",1,"Indianapolis, IN","San Francisco, CA",1943,1113,305.652865535334,0.157309760954881,340191.639340826
"DCA-MCI","WN",949,29617,"DCA","MCI","Southwest",0,"Washington, DC","Kansas City, MO",967,2129,195.999558478159,0.206532727584993,417283.06
"CHS-PHL","F9",550,29538,"CHS","PHL","Frontier",1,"Charleston, SC","Philadelphia, PA",550,1083,81.3196952908587,0.147853991437925,88069.23
"AUS-DEN","OO",775,29473,"AUS","DEN","Skywest",1,"Austin, TX","Denver, CO",775,4611,145.920216807966,0.188284150719956,672838.119701532
"DEN-JAX","OO",1447,29457,"DEN","JAX","Skywest",1,"Denver, CO","Jacksonville, FL",1447,1038,256.39393100621,0.177190000695376,266136.900384446
"ATL-ORD","OO",606,29387,"ATL","ORD","Skywest",1,"Atlanta, GA","Chicago, IL",606,11361,134.046354566771,0.221198604895662,1522900.63423308
"SBA-SFO","UA",262,29294,"SBA","SFO","United",1,"Santa Barbara, CA","San Francisco, CA",263,285,172.71,0.659198473282443,49222.35
"JFK-MVY","B6",173,29156,"JFK","MVY","Jetblue",1,"New York City, NY","Martha's Vineyard, MA",192,337,165.22,0.955028901734104,55679.14
"ORD-RSW","WN",1120,29155,"ORD","RSW","Southwest",0,"Chicago, IL","Fort Myers, FL",1120,7690,173.784955786736,0.1551651390953,1336406.31
"GEG-LAS","F9",806,29069,"GEG","LAS","Frontier",1,"Spokane, WA","Las Vegas, NV",806,1494,158.978822887751,0.197244197131205,237514.3613943
"BHM-IAH","OO",562,29054,"BHM","IAH","Skywest",1,"Birmingham, AL","Houston, TX",570,282,234.774268041237,0.417747807902557,66206.3435876289
"CLT-IAH","UA",912,28945,"CLT","IAH","United",1,"Charlotte, NC","Houston, TX",920,2137,194.503416003744,0.213271289477789,415653.8
"FCA-LAX","OO",1014,28816,"FCA","LAX","Skywest",1,"Kalispell, MT","Los Angeles, CA",1027,272,190.695315038419,0.188062440866291,51869.1256904501
"AUS-RDU","DL",1162,28734,"AUS","RDU","Delta",0,"Austin, TX","Raleigh/Durham, NC",1162,1242,170.556499245405,0.146778398662139,211831.172062793
"BNA-SEA","WN",1978,28731,"BNA","SEA","Southwest",0,"Nashville, TN","Seattle, WA",1978,1731,210.401519352975,0.106370838904436,364205.03
"BDL-TPA","NK",1111,28621,"BDL","TPA","Spirit",0,"Hartford, CT","Tampa, FL",1111,2170,174.857842181496,0.157387796743021,379441.517533847
"BOS-RSW","DL",1249,28543,"BOS","RSW","Delta",1,"Boston, MA","Fort Myers, FL",1271,5260,191.667553954381,0.153456808610393,1008171.33380005
"SAN-SAT","WN",1129,28536,"SAN","SAT","Southwest",0,"San Diego, CA","San Antonio, TX",1129,545,247.104862385321,0.218870560128717,134672.15
"LAX-SLC","AA",590,28494,"LAX","SLC","American",1,"Los Angeles, CA","Salt Lake City, UT",590,11183,124.764555522636,0.21146534834345,1395242.02440963
"JFK-PWM","B6",273,28180,"JFK","PWM","Jetblue",1,"New York City, NY","Portland, ME",284,928,156.847165948276,0.574531743400278,145554.17
"BNA-DTW","OO",456,28094,"BNA","DTW","Skywest",1,"Nashville, TN","Detroit, MI",456,2193,176.614242104773,0.387311934440292,387315.032935767
"LAX-RDM","OO",726,28044,"LAX","RDM","Skywest",1,"Los Angeles, CA","Bend/Redmond, OR",751,549,214.329978824279,0.295220356507271,117667.158374529
"ABQ-DEN","F9",349,27994,"ABQ","DEN","Frontier",0,"Albuquerque, NM","Denver, CO",349,656,154.530119457762,0.442779711913358,101371.758364292
"ORD-PHL","OO",678,27814,"ORD","PHL","Skywest",1,"Chicago, IL","Philadelphia, PA",678,5295,177.615195797561,0.261969315335635,940472.461748085
"LAX-PHX","UA",370,27757,"LAX","PHX","United",1,"Los Angeles, CA","Phoenix, AZ",370,13636,124.862743337404,0.337466873884875,1702628.36814884
"MCI-MCO","F9",1072,27750,"MCI","MCO","Frontier",1,"Kansas City, MO","Orlando, FL",1072,2726,201.375868723546,0.187850623809278,548950.618140386
"ELP-LAS","F9",583,27735,"ELP","LAS","Frontier",1,"El Paso, TX","Las Vegas, NV",583,1163,142.860295299687,0.245043388164128,166146.523433536
"DCA-RSW","B6",892,27627,"DCA","RSW","Jetblue",0,"Washington, DC","Fort Myers, FL",919,3624,181.635337504681,0.203627059982826,658246.463116963
"IAH-PHX","OO",1009,27579,"IAH","PHX","Skywest",1,"Houston, TX","Phoenix, AZ",1020,4073,190.909125192884,0.189206268773919,777572.866910617
"BOS-DFW","DL",1562,27517,"BOS","DFW","Delta",1,"Boston, MA","Dallas/Fort Worth, TX",1562,4864,216.842522121888,0.13882363772208,1054722.02760087
"GRR-RSW","F9",1147,27082,"GRR","RSW","Frontier",0,"Grand Rapids, MI","Fort Myers, FL",1147,337,97.89,0.0853443766346992,32988.93
"DTW-STL","DL",440,26971,"DTW","STL","Delta",1,"Detroit, MI","St. Louis, MO",440,602,202.67584717608,0.460626925400181,122010.86
"DTW-JFK","DL",509,26921,"DTW","JFK","Delta",1,"Detroit, MI","New York City, NY",540,6541,204.320340926464,0.401415208107002,1336459.35
"MYR-ORD","UA",753,26866,"MYR","ORD","United",1,"Myrtle Beach, SC","Chicago, IL",753,928,146.998746315704,0.195217458586593,136414.836580974
"PSP-SEA","OO",987,26863,"PSP","SEA","Skywest",1,"Palm Springs, CA","Seattle, WA",987,2733,165.959972661038,0.168145868957485,453568.605282616
"LAS-RDU","B6",2026,26854,"LAS","RDU","Jetblue",0,"Las Vegas, NV","Raleigh/Durham, NC",2026,2470,198.77934673341,0.0981141889108639,490984.986431524
"DEN-PNS","WN",1179,26800,"DEN","PNS","Southwest",1,"Denver, CO","Pensacola, FL",1179,624,164.954455128205,0.139910479328418,102931.58
"BOI-SAN","OO",749,26679,"BOI","SAN","Skywest",0,"Boise, ID","San Diego, CA",749,1071,175.077161530776,0.233747879213319,187507.639999461
"GRR-RSW","WN",1147,26666,"GRR","RSW","Southwest",0,"Grand Rapids, MI","Fort Myers, FL",1147,337,175.06,0.152624237140366,58995.22
"CLE-PHX","AA",1737,26650,"CLE","PHX","American",1,"Cleveland, OH","Phoenix, AZ",1754,1980,241.935218983704,0.139283373047613,479031.733587733
"BOS-LGA","DL",184,26647,"BOS","LGA","Delta",1,"Boston, MA","New York City, NY",206,4651,171.725307474025,0.933289714532743,798694.405061689
"DEN-TUS","UA",639,26393,"DEN","TUS","United",1,"Denver, CO","Tucson, AZ",639,1094,186.181478797942,0.291363816585199,203682.537804949
"ORD-SAV","UA",773,26269,"ORD","SAV","United",1,"Chicago, IL","Savannah, GA",773,1292,173.21903250774,0.224086717345071,223798.99
"LGA-RDU","DL",431,26177,"LGA","RDU","Delta",1,"New York City, NY","Raleigh/Durham, NC",462,7603,163.312884387742,0.378916205075967,1241667.86
"ABQ-IAH","UA",744,26149,"ABQ","IAH","United",1,"Albuquerque, NM","Houston, TX",759,911,226.440086795113,0.304354955369775,206286.919070348
"CVG-ORD","UA",264,26121,"CVG","ORD","United",1,"Cincinnati, OH","Chicago, IL",264,844,162.621494586916,0.615990509798923,137252.541431357
"ABQ-IAH","OO",744,25926,"ABQ","IAH","Skywest",1,"Albuquerque, NM","Houston, TX",759,911,226.440086795113,0.304354955369775,206286.919070348
"ATL-CVG","F9",373,25791,"ATL","CVG","Frontier",1,"Atlanta, GA","Cincinnati, OH",373,933,78.2289817792069,0.209729173670796,72987.64
"ORD-PIT","AA",413,25750,"ORD","PIT","American",1,"Chicago, IL","Pittsburgh, PA",413,1759,160.466827743036,0.38853953448677,282261.15
"MCO-SDF","F9",719,25686,"MCO","SDF","Frontier",1,"Orlando, FL","Louisville, KY",719,1126,187.256896071487,0.260440745579259,210851.264976494
"PBI-PHL","F9",951,25644,"PBI","PHL","Frontier",1,"West Palm Beach/Palm Beach, FL","Philadelphia, PA",951,2077,191.905100232811,0.201792955029244,398586.893183549
"LAS-OKC","F9",986,25603,"LAS","OKC","Frontier",1,"Las Vegas, NV","Oklahoma City, OK",986,1172,184.854543616917,0.187479253161173,216649.525119026
"IAH-MEM","OO",468,25564,"IAH","MEM","Skywest",1,"Houston, TX","Memphis, TN",484,1178,191.765249179045,0.40975480593813,225899.463532915
"BNA-PHL","AA",675,25475,"BNA","PHL","American",1,"Nashville, TN","Philadelphia, PA",675,2215,193.053101580135,0.286004594933534,427612.62
"DFW-SDF","AA",733,25418,"DFW","SDF","American",1,"Dallas/Fort Worth, TX","Louisville, KY",733,980,196.419224489796,0.267966199849653,192490.84
"PHL-TPA","B6",920,25406,"PHL","TPA","Jetblue",0,"Philadelphia, PA","Tampa, FL",920,4251,94.7541943072218,0.102993689464372,402800.08
"ORD-SAN","NK",1723,25349,"ORD","SAN","Spirit",1,"Chicago, IL","San Diego, CA",1728,5301,195.783182996,0.113629241437029,1037846.6530618
"BOS-CVG","DL",752,25252,"BOS","CVG","Delta",1,"Boston, MA","Cincinnati, OH",752,1153,260.993694709454,0.347066083390231,300925.73
"CLE-MCO","WN",895,25223,"CLE","MCO","Southwest",1,"Cleveland, OH","Orlando, FL",895,3259,143.001300235249,0.159777989089663,466041.237466675
"ORD-SDF","OO",286,25220,"ORD","SDF","Skywest",1,"Chicago, IL","Louisville, KY",286,588,150.21393004502,0.525223531625945,88325.7908664719
"AUS-DTW","NK",1149,25062,"AUS","DTW","Spirit",1,"Austin, TX","Detroit, MI",1149,1411,94.0544436569809,0.0818576533132993,132710.82
